STATEFIP,COUNTY,observations,employment,members,covered
34,34041,251,25898.8665825,3825.25451166667,3935.15888833333
35,00000,8612,334904.5721175,20789.052675,28077.1174
35,35001,8066,328298.824910835,25829.5406533333,30892.7860133334
35,35013,2197,91571.9191275,4062.88698916667,5092.86474916666
35,35045,1056,42347.6541841667,2047.24407,2915.47389333333
35,35049,1303,49859.3767225,3271.19660083333,3845.08749833333
36,00000,18950,2212297.965215,549317.613238333,583752.983430833
36,36005,3895,517257.904738333,174308.74557,184767.856724167
36,36013,426,46481.0249341667,10826.7251891667,11555.0319291667
36,36027,480,55483.3884666667,14091.1438833333,14911.8524291667
36,36047,8808,1112324.06364917,267512.211154167,284513.844094166
36,36055,3183,380299.672519166,55877.717225,58902.5041008334
36,36059,5431,668330.046532502,137591.320493333,144897.117656667
36,36061,6741,844736.233870832,111909.231435833,117105.47605
36,36067,1858,218600.637215833,44320.3069766667,46204.0719508334
36,36069,489,55017.6761358333,7499.99846583334,8326.84493833334
36,36071,1413,175309.677649166,53072.9489258333,55573.2724383333
36,36081,8924,1108702.43897083,251747.332238333,288288.789564167
36,36085,1675,205330.2285175,62376.5130483333,66023.6593566667
36,36087,552,73504.7841891667,16957.1049591667,18210.7590883333
36,36091,493,59599.5145716666,13443.2526108333,14418.6527616667
36,36103,5669,692349.139098334,203770.707669167,213511.08831
36,36111,425,48398.9312283333,11982.6658933333,12559.3279058333
36,36119,3650,456868.742963333,106011.734559167,113398.2290675
37,00000,22656,2719298.84592751,71544.1475208333,105818.4981125
37,37001,812,102908.6945275,3294.85635666667,3715.260635
37,37021,553,65411.72716,1919.94521833333,2414.7702325
37,37057,637,75154.0404033333,2891.09023583333,3637.9225875
37,37067,1392,172213.086300834,7196.90041666667,8091.22910916667
37,37097,365,41756.48229,929.262656666667,1193.49106833333
37,37119,4393,542048.238614166,21746.2767875,26111.3625866667
37,37133,881,109127.2593825,4564.42464166667,7462.18791
37,37147,569,71577.24565,1915.87325666667,3264.41885
37,37155,899,113934.584165,1295.85200666667,2523.65022916667
37,37159,310,36350.027395,1470.74662833333,2206.69812583333
37,37179,701,82122.3668333334,1558.34612416667,1782.12488416667
37,37183,1981,237562.434201667,4803.55265583333,9206.33158083333
37,37191,546,69354.9432641667,1946.76774666667,2245.36165083333
38,00000,24304,328412.329117502,18941.9550666667,24408.7502183333
38,38017,3499,47835.9818274999,3083.18078916666,3943.17912916666
39,00000,31068,3594251.43856001,454160.17513,508390.79964
39,39023,169,18858.2147525,1289.639155,1800.38076833333
39,39025,753,86963.8029475,10310.4819608333,11438.2052258333
39,39029,540,54151.3164491667,11295.9916858333,11793.3107983333
39,39035,2439,263906.343849167,31699.2922075,34593.1528808333
39,39041,236,25520.2732383333,3382.66025083333,3722.9607575
39,39045,417,46147.1610941667,7653.8626,8160.4107525
39,39049,2073,234322.553041666,22948.8214766667,25395.8650508333
39,39057,326,37984.1329891667,4572.4949875,4572.4949875
39,39085,559,68032.8799775,8123.58938333333,8319.09647416667
39,39089,778,87146.7643816667,11618.5739191667,12262.0431658333
39,39095,1767,200301.6981125,39176.9185225,40066.1847266667
39,39103,861,97785.9620299999,12803.7813608333,13932.939365
39,39109,241,27490.8124741667,3594.97583833333,3706.38718083333
39,39113,957,115518.773024167,11063.1890083333,12457.673805
39,39133,913,99676.542705,10423.9679566667,11360.3050408333
39,39153,2148,247500.204005,29912.3698958333,31471.61071
39,39165,404,42595.0342825,4064.45361416667,4705.453655
39,39169,614,61182.9231791666,8702.231135,9207.46248833333
40,00000,22238,1625225.62294333,100063.94285,125529.6594
40,40031,450,36572.7707683333,1590.38663916667,2169.14366166667
41,00000,19278,1371907.98476167,207788.977839167,225341.4319725
41,41017,1757,123889.090183333,12215.6976033333,12767.9140608333
41,41029,1368,99313.0858091666,13225.2053566667,14223.2691333333
41,41039,2110,149528.942300833,27642.3750308333,29483.6588658333
41,41043,702,47232.4673991667,9277.76165500001,9591.73369583334
42,00000,13856,1532977.539265,208562.915955833,223412.707013333
42,42003,5575,643952.346179164,74813.3046808333,80887.1950433334
42,42007,655,74526.7602391667,13958.5991075,14577.5479958333
42,42011,1800,210188.501529167,18825.7158958333,19958.8880683333
42,42013,467,49003.4024591667,10014.6803091667,10111.5655633333
42,42017,2714,314717.486026666,31673.4933383333,34133.7544716666
42,42019,827,92894.0941825,11398.7338275,12347.2201933333
42,42021,688,77468.8620383333,16079.5824583333,16803.5691841667
42,42029,2467,290710.183111666,20891.5242133333,21969.6394641667
42,42043,1641,181927.214526667,29002.1825741667,31125.7725458333
42,42045,2651,314334.02576,47364.70388,49780.2246591667
42,42049,1089,125813.72168,20220.5131166667,21831.4342541667
42,42055,1111,125923.384806667,17311.3331641667,19907.994855
42,42071,2097,235249.33529,20036.9523558333,21278.5676216667
42,42081,605,73506.2840325,8927.6919775,9629.14940166667
42,42085,177,21001.7014691667,3602.88302916667,3919.27321083333
42,42089,923,105160.804770833,17459.4649725,18571.6607166667
42,42091,3177,383079.224590832,35838.2480041667,39212.0042183333
42,42101,4779,638696.150729166,103371.16452,113222.6439275
42,42107,688,77199.3032758333,14853.0626866667,16992.4843133333
42,42125,862,98149.4753833332,16744.8802358333,18071.4359141667
42,42129,1594,177843.327185,29657.7232183333,31296.7698391667
42,42133,1746,197760.312054167,17146.9110808333,19429.3324825
44,00000,23316,513561.571183334,84816.4531066666,89966.5238625
45,00000,15968,1379996.52445082,42899.6413433333,59155.5596158333
45,45007,377,32614.3744883333,498.5845975,568.681831666667
45,45041,441,38835.4884408333,509.225473333333,591.6983675
45,45045,1268,115877.184121667,2514.0367025,3181.72306833333
45,45051,1563,134888.037975,1342.65904916667,1933.57248166667
45,45063,624,54758.7695116666,713.095408333333,1137.95975583333
45,45079,947,85582.1495858333,3928.65795083333,4583.354355
45,45083,1528,134847.507365,2953.9410125,5869.98551
45,45091,1493,130162.829131667,3910.492995,4548.78977416667
46,00000,24940,410150.332026669,21533.6694316667,26630.9902883333
47,00000,23236,2422785.35338332,127797.003364167,149754.111845
47,47009,415,38097.8558325,1524.41275,1792.45947
47,47093,1971,204891.873088333,9245.39368166667,10177.9104358333
47,47125,943,93067.2995566666,4885.92417833333,5638.80538333333
47,47165,941,96078.2248825001,3849.961995,5661.06861083333
47,47187,230,26674.1217308333,1007.49901833333,1452.21286916667
47,47189,443,41091.9639366667,1740.20617083333,1913.45908333333
48,00000,78187,9994472.37140399,472288.885803333,592910.513876669
48,48029,2974,344862.645620834,16232.6907841667,18458.1757225
48,48039,532,65328.7255300001,4070.20724833333,4386.03332916667
48,48041,495,66223.9505066667,2119.64074083333,2421.96365583333
48,48061,1017,125270.974190834,6461.294555,8118.61186916667
48,48135,528,68237.2767458334,2145.90322916667,2658.86956166667
48,48139,728,91647.6843458333,7024.16050083333,9022.21632833333
48,48141,1329,152154.4461575,11410.7671758333,15952.2365108333
48,48181,538,66244.6813808334,2334.18217833333,3492.92566666667
48,48183,412,46794.6658775,515.709709166667,601.333231666667
48,48215,2284,275539.552655833,6162.53303333333,8545.8270725
48,48251,569,70003.1668616666,6143.73934416667,6962.77593333333
48,48303,356,40729.7044375,2202.225535,3401.31760166667
48,48309,998,122139.842970834,3777.69637416667,4321.29496
48,48329,360,40976.7529408333,903.150361666667,1296.12338583333
48,48375,414,46693.2269833333,2571.7793175,3262.63364833333
48,48381,130,14717.027245,1595.14388333333,1800.230195
48,48423,525,65156.4457541667,3263.4052275,3852.34378916667
48,48439,2892,354587.2341825,20568.362715,23837.4859616667
48,48441,513,64819.4773991667,690.227309166667,1328.61963416667
48,48479,1069,130595.292154167,6381.62275666667,7564.98827833333
48,48485,497,64049.4402891667,3020.83699583333,3515.14426583333
49,00000,23924,1286666.79137833,59313.8908491666,76547.6855616666
49,49049,1551,87027.4236233335,3158.3080025,4251.0882775
49,49053,688,34912.9419658334,691.769939166667,2509.72411416667
50,00000,25997,314806.580865832,35797.7631591666,41007.9007216666
51,00000,18533,2026573.86284918,88245.3359116667,112811.978986667
51,51013,1376,153759.972199167,7668.60773333333,10289.1979166667
51,51041,1737,183378.0987625,11328.8011075,12700.527865
51,51059,2941,277671.4509625,14693.4438483333,18591.2732466667
51,51087,1660,177654.150629167,6938.39043166667,9027.84385583333
51,51107,1624,180191.2517725,5023.75735166667,5653.28691333333
51,51153,2280,245671.555752499,15276.7497916667,17200.2834808333
51,51177,282,34620.9257658334,1283.160825,1400.22681916667
51,51179,329,40163.9754108333,716.136596666667,1052.19693666667
51,51510,509,46677.8149558334,3210.277065,3837.86396333333
51,51550,1123,119701.5412025,6382.75484666667,8594.85027333333
51,51650,293,27899.5840966667,2422.50667916667,3080.61948833333
51,51700,674,76456.3423016667,4516.858945,6178.35265416667
51,51710,940,106685.750985833,4247.66934666667,4952.42705666666
51,51740,299,28708.32143,1836.7774225,2005.86329166667
51,51760,899,104810.715928333,2440.4155125,2851.81929333333
51,51810,2095,232803.131615833,10525.260425,16772.3966391667
53,00000,20701,2172243.3022175,429424.600540834,455936.736455
53,53033,7278,750947.370047503,102684.663581667,112094.387813333
53,53035,451,43535.2040441666,11393.8065091667,12977.7192458333
53,53057,732,78437.2484708333,14031.2604116667,14539.6682091667
53,53061,243,26658.6755225,4397.84631333333,4670.37692583333
53,53063,921,89812.4079241666,15477.3042283333,16539.4204883333
53,53067,615,58765.1836341666,15565.6345083333,16634.3067333333
53,53073,436,42412.8935091667,6638.104765,6638.104765
53,53077,567,56216.48036,8471.73565,9746.1001875
54,00000,24043,703640.471299173,84048.3851500001,91756.3991583333
54,54039,1994,45365.2070808333,4369.17677833333,4794.47017083333
55,00000,25952,2373304.30323248,229044.178603333,251469.769926667
55,55059,478,54188.9431150001,4533.58380666667,5070.00915916667
55,55063,807,58533.5837041667,7575.5547725,7868.86093583333
55,55073,1116,98407.9382916667,9566.22637833333,9869.43549
55,55101,1396,128013.7147125,21542.1055291667,22684.9259633333
55,55105,1104,100860.270350833,12379.7408558333,12813.6983375
55,55139,958,86846.4008883334,9666.04987,10446.8232491667
56,00000,25392,273263.330836667,18491.766085,21497.4841291666
